query,query_id,seed,candidate_rank,qmof_id,semantic_score,available_descriptors,availability_mask
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,48,qmof-e09dfa4,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,49,qmof-18ee42c,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,50,qmof-7b4dbbf,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,51,qmof-dde499b,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,52,qmof-a5c1558,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,53,qmof-102b244,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,54,qmof-f5464fc,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,55,qmof-be7ee98,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,56,qmof-80ff2f8,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,57,qmof-fbdd307,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,58,qmof-5cbb170,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,59,qmof-8c47fe1,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,60,qmof-14733c4,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,61,qmof-553120e,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,62,qmof-c26f09c,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,63,qmof-1b83b8b,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,64,qmof-069478f,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,65,qmof-1ebd4e7,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,66,qmof-3e56926,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,67,qmof-4f07795,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,68,qmof-acee021,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,69,qmof-c605c0a,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,70,qmof-e6f2443,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,71,qmof-73f5b2a,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,72,qmof-d385e80,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,73,qmof-4caa2e3,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,74,qmof-9d5b9ef,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,75,qmof-768d192,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,76,qmof-e11d70a,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,77,qmof-23daf81,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,78,qmof-ae25101,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,79,qmof-f6f5702,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,80,qmof-effdd4d,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,81,qmof-ebe52cf,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,82,qmof-7ab1fd8,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,83,qmof-aa6858c,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,84,qmof-6b038a5,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,85,qmof-e977ad4,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,86,qmof-6bc1eda,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,87,qmof-0b3d138,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,88,qmof-6b45ff6,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,89,qmof-1adaa9b,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,90,qmof-2d4f3d7,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,91,qmof-b505ebc,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,92,qmof-cd92f99,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,93,qmof-dbe1820,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,94,qmof-bc3f92f,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,95,qmof-e823200,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,96,qmof-295bf42,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,97,qmof-70d836d,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,98,qmof-3672a79,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,99,qmof-fdc53a4,0.755,semantic;band_gap;density;stability,1|1|1|1
wide band gap insulating MOFs with low density,q5_insulating_frameworks,46,100,qmof-5ac24ac,0.755,semantic;band_gap;density;stability,1|1|1|1
