query,seed,method,rank,qmof_id,formula,raw_density,raw_band_gap,raw_semantic_score,raw_stability_score,raw_graph_score,normalized_density_score,normalized_band_gap_score,normalized_semantic_score,normalized_stability_score,normalized_graph_score,availability_mask,active_objective_vector,pairwise_masked_distance,final_utility
lightweight gas storage MOFs with low density,43,LEA no diversity,5,qmof-e566fbb,Zn2C36H22N6O8,0.83426434,2.93315,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,43,LEA no self-cleaning,1,qmof-cef46c3,Zn2C48H32N8O8,0.7895211,2.913296,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,43,LEA no self-cleaning,2,qmof-ac6a77a,Zn4C76H44N8O16,0.82887956,2.401359,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,43,LEA no self-cleaning,3,qmof-13a76dd,Zn4C40H28N12O8,0.982716063,3.309168,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,43,LEA no self-cleaning,4,qmof-235f291,Ni2C24H16N8,0.870801372,3.336142,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,43,LEA no self-cleaning,5,qmof-e566fbb,Zn2C36H22N6O8,0.83426434,2.93315,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,43,LEA + GAT,1,qmof-13a76dd,Zn4C40H28N12O8,0.982716063,3.309168,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.935387821495533
lightweight gas storage MOFs with low density,43,LEA + GAT,2,qmof-235f291,Ni2C24H16N8,0.870801372,3.336142,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9319272711873055
lightweight gas storage MOFs with low density,43,LEA + GAT,3,qmof-e566fbb,Zn2C36H22N6O8,0.83426434,2.93315,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9292323172092438
lightweight gas storage MOFs with low density,43,LEA + GAT,4,qmof-cef46c3,Zn2C48H32N8O8,0.7895211,2.913296,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9268218696117401
lightweight gas storage MOFs with low density,43,LEA + GAT,5,qmof-a1a5849,Fe2C24H16N8,0.925170256,2.75343,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9248372703790665
lightweight gas storage MOFs with low density,43,LEA + GraphSAGE,1,qmof-13a76dd,Zn4C40H28N12O8,0.982716063,3.309168,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.8994731545448303
lightweight gas storage MOFs with low density,43,LEA + GraphSAGE,2,qmof-e566fbb,Zn2C36H22N6O8,0.83426434,2.93315,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.8980841308832168
lightweight gas storage MOFs with low density,43,LEA + GraphSAGE,3,qmof-235f291,Ni2C24H16N8,0.870801372,3.336142,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.8979054361581802
lightweight gas storage MOFs with low density,43,LEA + GraphSAGE,4,qmof-a1a5849,Fe2C24H16N8,0.925170256,2.75343,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.8971431761980057
lightweight gas storage MOFs with low density,43,LEA + GraphSAGE,5,qmof-ac6a77a,Zn4C76H44N8O16,0.82887956,2.401359,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.8968965470790863
lightweight gas storage MOFs with low density,43,MMR,1,qmof-a1a5849,Fe2C24H16N8,0.925170256,2.75343,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,MMR,2,qmof-c0f392b,Zn2C44H38N6O12,0.915527725,2.464185,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,MMR,3,qmof-e566fbb,Zn2C36H22N6O8,0.83426434,2.93315,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,MMR,4,qmof-235f291,Ni2C24H16N8,0.870801372,3.336142,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,MMR,5,qmof-13a76dd,Zn4C40H28N12O8,0.982716063,3.309168,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,ParetoCrowding,1,qmof-e566fbb,Zn2C36H22N6O8,0.83426434,2.93315,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,ParetoCrowding,2,qmof-cef46c3,Zn2C48H32N8O8,0.7895211,2.913296,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,ParetoCrowding,3,qmof-c0f392b,Zn2C44H38N6O12,0.915527725,2.464185,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,ParetoCrowding,4,qmof-ac6a77a,Zn4C76H44N8O16,0.82887956,2.401359,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,ParetoCrowding,5,qmof-a1a5849,Fe2C24H16N8,0.925170256,2.75343,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,Random,1,qmof-34626db,Cu12C108H84N24,0.166148304,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,43,Random,2,qmof-9642661,Al4C32F4H8O20S8,0.929871853,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,43,Random,3,qmof-97d5d0e,Zn2C66H32N4O12,0.240953128,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,43,Random,4,qmof-7af11ed,Al4C28ClH9N2O24,0.736004085,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,43,Random,5,qmof-a1a5849,Fe2C24H16N8,0.925170256,2.75343,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,SemanticOnly,1,qmof-f7fa6b1,Zn4C46H36N16O2,0.979531959,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,43,SemanticOnly,2,qmof-f1c514f,Zn16C112Cl4F16H36O52S8,0.647411247,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,43,SemanticOnly,3,qmof-eeaea8a,Al2C72H24O60,0.969624937,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,43,SemanticOnly,4,qmof-eeabd2e,Zn2C54H40N2O16,0.577929972,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,43,SemanticOnly,5,qmof-ed20cf9,Al2C42Cl12H12N6O12,0.782897864,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,43,TOPSIS,1,qmof-e566fbb,Zn2C36H22N6O8,0.83426434,2.93315,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,TOPSIS,2,qmof-cef46c3,Zn2C48H32N8O8,0.7895211,2.913296,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,TOPSIS,3,qmof-c0f392b,Zn2C44H38N6O12,0.915527725,2.464185,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,TOPSIS,4,qmof-ac6a77a,Zn4C76H44N8O16,0.82887956,2.401359,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,TOPSIS,5,qmof-a1a5849,Fe2C24H16N8,0.925170256,2.75343,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,WeightedSum,1,qmof-e566fbb,Zn2C36H22N6O8,0.83426434,2.93315,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,WeightedSum,2,qmof-cef46c3,Zn2C48H32N8O8,0.7895211,2.913296,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,WeightedSum,3,qmof-c0f392b,Zn2C44H38N6O12,0.915527725,2.464185,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,WeightedSum,4,qmof-ac6a77a,Zn4C76H44N8O16,0.82887956,2.401359,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,43,WeightedSum,5,qmof-a1a5849,Fe2C24H16N8,0.925170256,2.75343,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,GAT only,1,qmof-13a76dd,Zn4C40H28N12O8,0.982716063,3.309168,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,GAT only,2,qmof-235f291,Ni2C24H16N8,0.870801372,3.336142,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,GAT only,3,qmof-e566fbb,Zn2C36H22N6O8,0.83426434,2.93315,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,GAT only,4,qmof-cef46c3,Zn2C48H32N8O8,0.7895211,2.913296,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,GAT only,5,qmof-a1a5849,Fe2C24H16N8,0.925170256,2.75343,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,GraphSAGE only,1,qmof-13a76dd,Zn4C40H28N12O8,0.982716063,3.309168,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,GraphSAGE only,2,qmof-e566fbb,Zn2C36H22N6O8,0.83426434,2.93315,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,GraphSAGE only,3,qmof-235f291,Ni2C24H16N8,0.870801372,3.336142,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,GraphSAGE only,4,qmof-a1a5849,Fe2C24H16N8,0.925170256,2.75343,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,GraphSAGE only,5,qmof-ac6a77a,Zn4C76H44N8O16,0.82887956,2.401359,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,LEA,1,qmof-13a76dd,Zn4C40H28N12O8,0.982716063,3.309168,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,44,LEA,2,qmof-a1a5849,Fe2C24H16N8,0.925170256,2.75343,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,44,LEA,3,qmof-235f291,Ni2C24H16N8,0.870801372,3.336142,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,44,LEA,4,qmof-c0f392b,Zn2C44H38N6O12,0.915527725,2.464185,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,44,LEA,5,qmof-cef46c3,Zn2C48H32N8O8,0.7895211,2.913296,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,44,LEA no diversity,1,qmof-13a76dd,Zn4C40H28N12O8,0.982716063,3.309168,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,44,LEA no diversity,2,qmof-a1a5849,Fe2C24H16N8,0.925170256,2.75343,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,44,LEA no diversity,3,qmof-235f291,Ni2C24H16N8,0.870801372,3.336142,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,44,LEA no diversity,4,qmof-c0f392b,Zn2C44H38N6O12,0.915527725,2.464185,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,44,LEA no diversity,5,qmof-cef46c3,Zn2C48H32N8O8,0.7895211,2.913296,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,44,LEA no self-cleaning,1,qmof-13a76dd,Zn4C40H28N12O8,0.982716063,3.309168,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,44,LEA no self-cleaning,2,qmof-a1a5849,Fe2C24H16N8,0.925170256,2.75343,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,44,LEA no self-cleaning,3,qmof-235f291,Ni2C24H16N8,0.870801372,3.336142,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,44,LEA no self-cleaning,4,qmof-c0f392b,Zn2C44H38N6O12,0.915527725,2.464185,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,44,LEA no self-cleaning,5,qmof-cef46c3,Zn2C48H32N8O8,0.7895211,2.913296,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,1.0056426696479321
lightweight gas storage MOFs with low density,44,LEA + GAT,1,qmof-13a76dd,Zn4C40H28N12O8,0.982716063,3.309168,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.935387821495533
lightweight gas storage MOFs with low density,44,LEA + GAT,2,qmof-235f291,Ni2C24H16N8,0.870801372,3.336142,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9319272711873055
lightweight gas storage MOFs with low density,44,LEA + GAT,3,qmof-e566fbb,Zn2C36H22N6O8,0.83426434,2.93315,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9292323172092438
lightweight gas storage MOFs with low density,44,LEA + GAT,4,qmof-cef46c3,Zn2C48H32N8O8,0.7895211,2.913296,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9268218696117401
lightweight gas storage MOFs with low density,44,LEA + GAT,5,qmof-a1a5849,Fe2C24H16N8,0.925170256,2.75343,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9248372703790665
lightweight gas storage MOFs with low density,44,LEA + GraphSAGE,1,qmof-13a76dd,Zn4C40H28N12O8,0.982716063,3.309168,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.8994731545448303
lightweight gas storage MOFs with low density,44,LEA + GraphSAGE,2,qmof-e566fbb,Zn2C36H22N6O8,0.83426434,2.93315,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.8980841308832168
lightweight gas storage MOFs with low density,44,LEA + GraphSAGE,3,qmof-235f291,Ni2C24H16N8,0.870801372,3.336142,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.8979054361581802
lightweight gas storage MOFs with low density,44,LEA + GraphSAGE,4,qmof-a1a5849,Fe2C24H16N8,0.925170256,2.75343,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.8971431761980057
lightweight gas storage MOFs with low density,44,LEA + GraphSAGE,5,qmof-ac6a77a,Zn4C76H44N8O16,0.82887956,2.401359,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.8968965470790863
lightweight gas storage MOFs with low density,44,MMR,1,qmof-ac6a77a,Zn4C76H44N8O16,0.82887956,2.401359,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,MMR,2,qmof-e566fbb,Zn2C36H22N6O8,0.83426434,2.93315,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,MMR,3,qmof-cef46c3,Zn2C48H32N8O8,0.7895211,2.913296,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,MMR,4,qmof-c0f392b,Zn2C44H38N6O12,0.915527725,2.464185,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,MMR,5,qmof-235f291,Ni2C24H16N8,0.870801372,3.336142,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,ParetoCrowding,1,qmof-e566fbb,Zn2C36H22N6O8,0.83426434,2.93315,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,ParetoCrowding,2,qmof-cef46c3,Zn2C48H32N8O8,0.7895211,2.913296,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,ParetoCrowding,3,qmof-c0f392b,Zn2C44H38N6O12,0.915527725,2.464185,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,ParetoCrowding,4,qmof-ac6a77a,Zn4C76H44N8O16,0.82887956,2.401359,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,ParetoCrowding,5,qmof-a1a5849,Fe2C24H16N8,0.925170256,2.75343,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
lightweight gas storage MOFs with low density,44,Random,1,qmof-a758683,Al6C96H48N4O28,0.872969488,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,44,Random,2,qmof-2846d73,Zn2C50H48N2O24,0.78687741,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,44,Random,3,qmof-e2065ab,Zn16Br16C96H16O64S20,0.75964398,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,44,Random,4,qmof-735264a,Zn4C65F5H40N5O13,0.521366623,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,44,Random,5,qmof-847d3d6,Zn8C42H18N6O26,0.589129038,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,44,SemanticOnly,1,qmof-fec62ce,Al2C48Cl6H24O12,0.628097294,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,44,SemanticOnly,2,qmof-fd22223,Zn6C43H38O33S3,0.505827448,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,44,SemanticOnly,3,qmof-fcdce3e,Zn4C79F2H52N16,0.367352455,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,44,SemanticOnly,4,qmof-faf6c2b,Cu12C184H112N8O52,0.57491331,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,44,SemanticOnly,5,qmof-fa0f884,Zn8C96H64N8O42,0.415579421,,0.7285714285714285,1.0,,1.0,0.0,0.7285714285714285,1.0,,1|0|1|1,0.7285714285714285|0.0|1.0|1.0,,0.8944462048562299
lightweight gas storage MOFs with low density,44,TOPSIS,1,qmof-e566fbb,Zn2C36H22N6O8,0.83426434,2.93315,0.7285714285714285,1.0,,1.0,1.0,0.7285714285714285,1.0,,1|1|1|1,0.7285714285714285|1.0|1.0|1.0,,0.9173958948894889
