query_id,seed,same_top_k_ids,same_order,same_relevance,same_diversity,weighted_rel_at5,lea_no_div_rel_at5,weighted_diversity,lea_no_diversity
q3_lightweight_storage,49,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.6728970408439636,0.6728970408439636,0.0023870705626904,0.0023870705626904
q3_lightweight_storage,50,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.6728970408439636,0.6728970408439636,0.0023870705626904,0.0023870705626904
q3_lightweight_storage,51,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.6728970408439636,0.6728970408439636,0.0023870705626904,0.0023870705626904
q4_balanced_discovery,42,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.593343198299408,0.593343198299408,0.0201918575912714,0.0201918575912714
q4_balanced_discovery,43,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.593343198299408,0.593343198299408,0.0201918575912714,0.0201918575912714
q4_balanced_discovery,44,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.593343198299408,0.593343198299408,0.0201918575912714,0.0201918575912714
q4_balanced_discovery,45,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.593343198299408,0.593343198299408,0.0201918575912714,0.0201918575912714
q4_balanced_discovery,46,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.593343198299408,0.593343198299408,0.0201918575912714,0.0201918575912714
q4_balanced_discovery,47,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.593343198299408,0.593343198299408,0.0201918575912714,0.0201918575912714
q4_balanced_discovery,48,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.593343198299408,0.593343198299408,0.0201918575912714,0.0201918575912714
q4_balanced_discovery,49,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.593343198299408,0.593343198299408,0.0201918575912714,0.0201918575912714
q4_balanced_discovery,50,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.593343198299408,0.593343198299408,0.0201918575912714,0.0201918575912714
q4_balanced_discovery,51,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.593343198299408,0.593343198299408,0.0201918575912714,0.0201918575912714
q5_insulating_frameworks,42,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.8807624578475952,0.8807624578475952,0.0319425836205482,0.0319425836205482
q5_insulating_frameworks,43,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.8807624578475952,0.8807624578475952,0.0319425836205482,0.0319425836205482
q5_insulating_frameworks,44,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.8807624578475952,0.8807624578475952,0.0319425836205482,0.0319425836205482
q5_insulating_frameworks,45,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.8807624578475952,0.8807624578475952,0.0319425836205482,0.0319425836205482
q5_insulating_frameworks,46,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.8807624578475952,0.8807624578475952,0.0319425836205482,0.0319425836205482
q5_insulating_frameworks,47,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.8807624578475952,0.8807624578475952,0.0319425836205482,0.0319425836205482
q5_insulating_frameworks,48,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.8807624578475952,0.8807624578475952,0.0319425836205482,0.0319425836205482
q5_insulating_frameworks,49,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.8807624578475952,0.8807624578475952,0.0319425836205482,0.0319425836205482
q5_insulating_frameworks,50,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.8807624578475952,0.8807624578475952,0.0319425836205482,0.0319425836205482
q5_insulating_frameworks,51,not available in saved metrics CSV,not available in saved metrics CSV,True,True,0.8807624578475952,0.8807624578475952,0.0319425836205482,0.0319425836205482
