seed,query_id,query,method,candidate_pool_size,runtime_ms,rel_at_5,best_relevance,balance,diversity,unique_at_5,hypervolume_proxy,ndcg_at_5,mean_semantic_score,mean_band_gap_score,mean_density_score,mean_porosity_score,mean_stability_score,missing_band_gap_top5
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GAT only,100,0.03325000000131695,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.017929024901184868,1.0,0.006675676686459521,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GraphSAGE,100,87.02491700000792,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.023979580794881543,1.0,0.008928535118096917,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
42,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GAT,100,87.4026669999921,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.013448907919271997,1.0,0.005007554038763792,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,SemanticOnly,100,0.029249999997205123,0.7228393827283938,0.7598756790987566,0.8876850906270629,0.024116904130441548,1.0,0.006833598053227541,0.9227633232278667,0.7166666666666667,0.8,0.7,0.0,0.7,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,WeightedSum,100,0.04387500000291311,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016303138590087134,1.0,0.006070295668715966,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,TOPSIS,100,0.9874170000045979,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016303138590087134,1.0,0.006070295668715966,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,ParetoCrowding,100,219.01195799999584,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.0299434020610946,1.0,0.011149098858093667,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,Random,100,0.04687499999533884,0.7413575309135754,0.7598756790987566,0.8800027392883457,0.026630383040872896,1.0,0.008706502043142748,0.9675127217049865,0.7166666666666667,0.9,0.7,0.0,0.7,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,MMR,100,2137.651500000004,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.03348784951428423,1.0,0.012468835171699609,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA,100,89.89208399999882,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.03414729069233199,1.0,0.012714370895067025,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no diversity,100,85.3764999999953,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.03414729069233199,1.0,0.012714370895067025,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no self-cleaning,100,84.5334159999993,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.03414729069233199,1.0,0.012714370895067025,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GraphSAGE only,100,0.04491699999675802,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02215122166896756,1.0,0.00824776555820117,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GAT only,100,0.03308299999105202,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.017929024901184868,1.0,0.006675676686459521,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GraphSAGE,100,83.45887500000515,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02502580633745688,1.0,0.009318085776977816,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
43,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GAT,100,83.64466599999787,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.023661836279131487,1.0,0.00881022641655103,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,SemanticOnly,100,0.03799999998932435,0.7228393827283938,0.7598756790987566,0.8876850906270629,0.024116904130441548,1.0,0.006833598053227541,0.9227633232278667,0.7166666666666667,0.8,0.7,0.0,0.7,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,WeightedSum,100,0.04654100000323069,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016303138590087134,1.0,0.006070295668715966,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,TOPSIS,100,0.9929999999940264,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016303138590087134,1.0,0.006070295668715966,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,ParetoCrowding,100,236.77562499999283,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.0299434020610946,1.0,0.011149098858093667,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,Random,100,0.2234170000008362,0.7413575309135754,0.7598756790987566,0.8800027392883457,0.018053292169540668,1.0,0.005902319351483375,0.9742544410759556,0.7166666666666667,0.9,0.7,0.0,0.7,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,MMR,100,2157.770999999997,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.0341786970364016,1.0,0.012726064704410699,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA,100,81.67829199999233,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02683698508580522,1.0,0.009992458410849326,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no diversity,100,85.71866699999475,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02683698508580522,1.0,0.009992458410849326,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no self-cleaning,100,86.43687499998975,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02683698508580522,1.0,0.009992458410849326,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GraphSAGE only,100,0.035999999994373866,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02215122166896756,1.0,0.00824776555820117,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GAT only,100,0.0386669999983269,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.017929024901184868,1.0,0.006675676686459521,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GraphSAGE,100,85.97925000000828,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.013684802221020554,1.0,0.005095386706704781,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
44,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GAT,100,87.85579199999916,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.011330574099422055,1.0,0.004218815567304787,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
45,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,SemanticOnly,100,0.03520900000353322,0.7228393827283938,0.7598756790987566,0.8876850906270629,0.0213872011616576,1.0,0.006060128424104381,0.9453367042988201,0.7166666666666667,0.8,0.7,0.0,0.7,0
45,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,WeightedSum,100,0.04891700000086985,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016303138590087134,1.0,0.006070295668715966,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
45,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,TOPSIS,100,1.0107919999882142,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016303138590087134,1.0,0.006070295668715966,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
45,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,ParetoCrowding,100,225.88420799999653,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.0299434020610946,1.0,0.011149098858093667,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
45,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,Random,100,0.05383399999914218,0.7413575309135754,0.7598756790987566,0.8800027392883457,0.017193308426538993,1.0,0.005621157409350521,0.9485088821519111,0.7166666666666667,0.9,0.7,0.0,0.7,0
45,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,MMR,100,2158.5231669999985,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.03295131828007326,1.0,0.012269063624082272,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
45,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA,100,84.72650000000215,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.028063552049317562,1.0,0.010449157228985257,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
45,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no diversity,100,81.13379099999918,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.028063552049317562,1.0,0.010449157228985257,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
45,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no self-cleaning,100,81.03254099999901,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.028063552049317562,1.0,0.010449157228985257,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
45,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GraphSAGE only,100,0.036708000010321484,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02215122166896756,1.0,0.00824776555820117,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
45,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GAT only,100,0.03312500000163254,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.017929024901184868,1.0,0.006675676686459521,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
45,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GraphSAGE,100,83.9721249999883,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02006990145232248,1.0,0.007472808697809045,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
45,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GAT,100,80.72133299999962,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.01500190268745295,1.0,0.0055857946862768685,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
46,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,SemanticOnly,100,0.028916999994521575,0.7413575309135751,0.7598756790987566,0.8800027392883457,0.015514988750621822,1.0,0.005072449804769983,0.9800805165128221,0.7166666666666667,0.9,0.7,0.0,0.7,0
46,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,WeightedSum,100,0.043791999999598374,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016303138590087134,1.0,0.006070295668715966,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
46,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,TOPSIS,100,0.9796249999993734,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016303138590087134,1.0,0.006070295668715966,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
46,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,ParetoCrowding,100,208.05858300001034,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.0299434020610946,1.0,0.011149098858093667,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
46,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,Random,100,0.04904200000055425,0.6858030863580307,0.7598756790987566,0.9030497933044972,0.020002993054906666,1.0,0.004033125625795253,0.8739261029635533,0.7166666666666667,0.6,0.7,0.0,0.7,0
46,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,MMR,100,2040.7078330000131,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.03357250036470818,1.0,0.012500353991701182,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
46,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA,100,81.25129200000458,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02902334220371484,1.0,0.010806524614714074,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
46,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no diversity,100,81.41700000000185,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02902334220371484,1.0,0.010806524614714074,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
46,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no self-cleaning,100,86.13575000001106,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02902334220371484,1.0,0.010806524614714074,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
46,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GraphSAGE only,100,0.038041999999904874,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02215122166896756,1.0,0.00824776555820117,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
46,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GAT only,100,0.033583000004000496,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.017929024901184868,1.0,0.006675676686459521,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
46,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GraphSAGE,100,81.73129200000062,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02268562192778195,1.0,0.008446743660393968,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
46,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GAT,100,82.4678330000097,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.015083450620214914,1.0,0.005616158168762301,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
47,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,SemanticOnly,100,0.029166000004465786,0.7228393827283938,0.7598756790987566,0.8876850906270629,0.024116904130441548,1.0,0.006833598053227541,0.9227633232278667,0.7166666666666667,0.8,0.7,0.0,0.7,0
47,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,WeightedSum,100,0.04420800000559666,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016303138590087134,1.0,0.006070295668715966,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
47,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,TOPSIS,100,0.9631249999983993,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016303138590087134,1.0,0.006070295668715966,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
47,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,ParetoCrowding,100,206.42100000000596,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.0299434020610946,1.0,0.011149098858093667,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
47,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,Random,100,0.04916700000023866,0.7228393827283938,0.7598756790987566,0.8876850906270629,0.02066065091814875,1.0,0.005854258205325054,0.9475932382178086,0.7166666666666667,0.8,0.7,0.0,0.7,0
47,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,MMR,100,2040.9439170000069,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.03266253231545409,1.0,0.01216153732290247,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
47,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA,100,81.35808400000144,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.025076174461317748,1.0,0.009336839798016432,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
47,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no diversity,100,80.35708300000977,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.025076174461317748,1.0,0.009336839798016432,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
47,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no self-cleaning,100,80.74145800000565,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.025076174461317748,1.0,0.009336839798016432,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
47,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GraphSAGE only,100,0.03974999999911688,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02215122166896756,1.0,0.00824776555820117,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
47,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GAT only,100,0.03350000000068576,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.017929024901184868,1.0,0.006675676686459521,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
47,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GraphSAGE,100,79.7412080000015,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02646211027282188,1.0,0.009852877866833887,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
47,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GAT,100,79.7422089999884,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.018031796133345095,1.0,0.006713942432776009,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
48,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,SemanticOnly,100,0.02958299999988867,0.7413575309135754,0.7598756790987566,0.8800027392883457,0.018927089651575812,1.0,0.006187997539099208,0.9485088821519111,0.7166666666666667,0.9,0.7,0.0,0.7,0
48,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,WeightedSum,100,0.04424999998775547,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016303138590087134,1.0,0.006070295668715966,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
48,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,TOPSIS,100,0.9720829999935177,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016303138590087134,1.0,0.006070295668715966,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
48,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,ParetoCrowding,100,207.48941600000137,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.0299434020610946,1.0,0.011149098858093667,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
48,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,Random,100,0.049583000006236944,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016093413435764183,1.0,0.005992206797123997,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
48,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,MMR,100,2030.7457920000047,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.034798660807358404,1.0,0.012956901446232188,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
48,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA,100,80.54258299999617,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.028991134507254674,1.0,0.010794532430556334,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
48,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no diversity,100,81.49212499999692,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.028991134507254674,1.0,0.010794532430556334,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
48,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no self-cleaning,100,84.42995800000119,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.028991134507254674,1.0,0.010794532430556334,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
48,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GraphSAGE only,100,0.03820899999595895,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02215122166896756,1.0,0.00824776555820117,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
48,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GAT only,100,0.03383300000336931,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.017929024901184868,1.0,0.006675676686459521,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
48,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GraphSAGE,100,80.3541249999995,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02263790348811722,1.0,0.008428976220338539,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
48,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GAT,100,79.95870799999238,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.018760862820720085,1.0,0.006985402454422911,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
49,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,SemanticOnly,100,0.03016699999136563,0.7228393827283938,0.7598756790987566,0.8876850906270629,0.024301233364346763,1.0,0.00688582830165224,0.9520784236697892,0.7166666666666667,0.8,0.7,0.0,0.7,0
49,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,WeightedSum,100,0.042708999998808395,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016303138590087134,1.0,0.006070295668715966,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
49,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,TOPSIS,100,0.9662080000083506,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016303138590087134,1.0,0.006070295668715966,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
49,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,ParetoCrowding,100,204.3348750000007,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.027297120450762952,1.0,0.010163784790582386,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
49,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,Random,100,0.04237500000670025,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02511163489611326,1.0,0.009350043103782409,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
49,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,MMR,100,2038.4077500000046,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.0341786970364016,1.0,0.012726064704410699,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
49,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA,100,81.32808400000613,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02683698508580522,1.0,0.009992458410849326,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
49,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no diversity,100,81.63920900000221,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02683698508580522,1.0,0.009992458410849326,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
49,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA no self-cleaning,100,81.15058299999589,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02683698508580522,1.0,0.009992458410849326,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
49,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GraphSAGE only,100,0.0386660000089023,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.02215122166896756,1.0,0.00824776555820117,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
49,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,GAT only,100,0.03350000000068576,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.017929024901184868,1.0,0.006675676686459521,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
49,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GraphSAGE,100,80.02391700000544,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.018981907410879708,1.0,0.007067705994371649,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
49,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,LEA + GAT,100,79.50695799999608,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.019008268838238928,1.0,0.0070775213840547834,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
50,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,SemanticOnly,100,0.03941599999279788,0.7043212345432123,0.7598756790987566,0.89536744196578,0.0251396849735858,1.0,0.006073299987121824,0.9254172208116422,0.7166666666666667,0.7,0.7,0.0,0.7,0
50,q1_co2_adsorption,stable porous MOFs for CO2 adsorption,WeightedSum,100,0.05283299999803148,0.7598756790987566,0.7598756790987566,0.8723203879496285,0.016303138590087134,1.0,0.006070295668715966,1.0,0.7166666666666667,1.0,0.7,0.0,0.7,0
