query,query_id,seed,method,rank,qmof_id,formula,availability_mask,relevance,balance,diversity_contribution,graph_score,final_score,runtime_ms,band_gap,density,semantic_score,band_gap_score,density_score,stability_score
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no diversity,3,qmof-54f7ee7,Co2K2C48H44N4O6,1|1|1|1,0.7598756790987566,0.8723203879496286,0.02520158753740049,,0.7990943544313737,82.98662500000376,1.505111,1.497174385,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no diversity,4,qmof-ec84fcf,Co2C20H16N28,1|1|1|1,0.7598756790987566,0.8723203879496286,0.03299999199890818,,0.7987025563768514,82.98662500000376,2.596155,1.767424228,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no diversity,5,qmof-330a403,Co2C58F12H32N8O8S2,1|1|1|1,0.7598756790987566,0.8723203879496286,0.030463577744834224,,0.7986566092957332,82.98662500000376,2.471348,1.414912408,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no self-cleaning,1,qmof-82fb334,Co2C22H16N4O10,1|1|1|1,0.7598756790987566,0.8723203879496286,0.0,,0.8471077178937196,85.14004200000613,2.753622,1.772529929,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no self-cleaning,2,qmof-ba8d316,Co2C32H24O12,1|1|1|1,0.7598756790987566,0.8723203879496286,0.03022128726743559,,0.8035736179909525,85.14004200000613,1.250046,1.746231048,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no self-cleaning,3,qmof-54f7ee7,Co2K2C48H44N4O6,1|1|1|1,0.7598756790987566,0.8723203879496286,0.02520158753740049,,0.8031487172116062,85.14004200000613,1.505111,1.497174385,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no self-cleaning,4,qmof-ec84fcf,Co2C20H16N28,1|1|1|1,0.7598756790987566,0.8723203879496286,0.03299999199890818,,0.8019442118249523,85.14004200000613,2.596155,1.767424228,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no self-cleaning,5,qmof-330a403,Co2C58F12H32N8O8S2,1|1|1|1,0.7598756790987566,0.8723203879496286,0.030463577744834224,,0.8018033879031088,85.14004200000613,2.471348,1.414912408,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GraphSAGE only,1,qmof-1ca4ac2,Co2Cu4Br4C30H60N6S12,1|1|1|1,0.7598756790987566,0.8723203879496286,0.0,0.24276514119872877,0.7598756790987566,0.03762500000448199,2.866054,1.689685123,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GraphSAGE only,2,qmof-330a403,Co2C58F12H32N8O8S2,1|1|1|1,0.7598756790987566,0.8723203879496286,0.022168108750337256,0.2340455038262295,0.7598756790987566,0.03762500000448199,2.471348,1.414912408,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GraphSAGE only,3,qmof-2ba0cce,Co2C24H26N2S4,1|1|1|1,0.7598756790987566,0.8723203879496286,0.026043668960726005,0.2228060658698276,0.7598756790987566,0.03762500000448199,3.202535,1.580976593,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GraphSAGE only,4,qmof-9a1ecbc,Co2C28Cl4H24N8S6,1|1|1|1,0.7598756790987566,0.8723203879496286,0.020718152406427416,0.21936390999166666,0.7598756790987566,0.03762500000448199,3.409833,1.797370089,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GraphSAGE only,5,qmof-f2d872e,Co2C36H40N8O12,1|1|1|1,0.7598756790987566,0.8723203879496286,0.02127557819965102,0.21422282958571431,0.7598756790987566,0.03762500000448199,3.378082,1.334171796,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GAT only,1,qmof-9a1ecbc,Co2C28Cl4H24N8S6,1|1|1|1,0.7598756790987566,0.8723203879496286,0.0,0.41725434943749995,0.7598756790987566,0.03325000000131695,3.409833,1.797370089,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GAT only,2,qmof-1ca4ac2,Co2Cu4Br4C30H60N6S12,1|1|1|1,0.7598756790987566,0.8723203879496286,0.02189175418099708,0.40025622489724577,0.7598756790987566,0.03325000000131695,2.866054,1.689685123,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GAT only,3,qmof-2ba0cce,Co2C24H26N2S4,1|1|1|1,0.7598756790987566,0.8723203879496286,0.018622472206499825,0.38989278707543107,0.7598756790987566,0.03325000000131695,3.202535,1.580976593,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GAT only,4,qmof-71748b1,Co2C34H26N10O10S6,1|1|1|1,0.7598756790987566,0.8723203879496286,0.016045052857443818,0.38425537878409094,0.7598756790987566,0.03325000000131695,3.369053,1.740750274,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GAT only,5,qmof-c11323c,Co2C40H32N4O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.018004597961380115,0.3813141644665698,0.7598756790987566,0.03325000000131695,3.474905,1.402324029,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GraphSAGE,1,qmof-2ba0cce,Co2C24H26N2S4,1|1|1|1,0.7598756790987566,0.8723203879496286,0.0,0.2228060658698276,0.7543017196557092,87.02491700000792,3.202535,1.580976593,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GraphSAGE,2,qmof-9a1ecbc,Co2C28Cl4H24N8S6,1|1|1|1,0.7598756790987566,0.8723203879496286,0.013332858446382533,0.21936390999166666,0.7536628187918287,87.02491700000792,3.409833,1.797370089,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GraphSAGE,3,qmof-54f7ee7,Co2K2C48H44N4O6,1|1|1|1,0.7598756790987566,0.8723203879496286,0.03869650406643191,0.21412701546462262,0.7526904974397162,87.02491700000792,1.505111,1.497174385,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GraphSAGE,4,qmof-f69d443,Co2C40H28N12O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.02228258824744113,0.21277171893055555,0.7524388051377359,87.02491700000792,2.877886,1.370451155,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GraphSAGE,5,qmof-68234b7,Co2C30H32N2O14,1|1|1|1,0.7598756790987566,0.8723203879496286,0.020555544156811417,0.212562255775,0.7523999036096293,87.02491700000792,3.266102,1.399169923,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GAT,1,qmof-9a1ecbc,Co2C28Cl4H24N8S6,1|1|1|1,0.7598756790987566,0.8723203879496286,0.0,0.41725434943749995,0.7900437837291361,87.4026669999921,3.409833,1.797370089,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GAT,2,qmof-2ba0cce,Co2C24H26N2S4,1|1|1|1,0.7598756790987566,0.8723203879496286,0.013332858446382533,0.38989278707543107,0.7850683692729246,87.4026669999921,3.202535,1.580976593,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GAT,3,qmof-c11323c,Co2C40H32N4O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.01564045023342276,0.3813141644665698,0.7835038219227985,87.4026669999921,3.474905,1.402324029,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GAT,4,qmof-14eb177,Co2C44H36N8O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.012642732759231737,0.3807979464068878,0.7834096093258442,87.4026669999921,3.496948,1.411241713,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GAT,5,qmof-68234b7,Co2C30H32N2O14,1|1|1|1,0.7598756790987566,0.8723203879496286,0.012986780500449172,0.36976799981249997,0.7813948509965276,87.4026669999921,3.266102,1.399169923,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,SemanticOnly,1,qmof-fe6f735,Co2C58H64N8O12,1|1|1|1,0.6672849381728494,0.9107321446432144,0.0,,0.6672849381728494,0.029249999997205123,4.292873,1.418878739,0.7166666666666667,0.5,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,SemanticOnly,2,qmof-fd921b0,Co2C16H16N8O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.033690205295809274,,0.7598756790987566,0.029249999997205123,3.390441,1.58214776,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,SemanticOnly,3,qmof-f771839,Co2C38H40N8O8,1|1|1|1,0.6672849381728494,0.9107321446432144,0.018843940863880002,,0.6672849381728494,0.029249999997205123,4.295336,1.401927433,0.7166666666666667,0.5,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,SemanticOnly,4,qmof-f69d443,Co2C40H28N12O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.02606624644263648,,0.7598756790987566,0.029249999997205123,2.877886,1.370451155,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,SemanticOnly,5,qmof-f343390,Co2C34H22N6O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.022898053738234184,,0.7598756790987566,0.029249999997205123,3.060735,1.790740334,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,WeightedSum,1,qmof-fd921b0,Co2C16H16N8O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.0,,0.7598756790987566,0.04387500000291311,3.390441,1.58214776,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,WeightedSum,2,qmof-f69d443,Co2C40H28N12O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.017994121113278753,,0.7598756790987566,0.04387500000291311,2.877886,1.370451155,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,WeightedSum,3,qmof-f343390,Co2C34H22N6O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.01446230513048269,,0.7598756790987566,0.04387500000291311,3.060735,1.790740334,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,WeightedSum,4,qmof-f2d872e,Co2C36H40N8O12,1|1|1|1,0.7598756790987566,0.8723203879496286,0.015981457580943253,,0.7598756790987566,0.04387500000291311,3.378082,1.334171796,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,WeightedSum,5,qmof-f0c9af4,Co2C50H38N10O12,1|1|1|1,0.7598756790987566,0.8723203879496286,0.01704207044594936,,0.7598756790987566,0.04387500000291311,2.642464,1.607919854,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,TOPSIS,1,qmof-fd921b0,Co2C16H16N8O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.0,,0.7598756790987566,0.9874170000045979,3.390441,1.58214776,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,TOPSIS,2,qmof-f69d443,Co2C40H28N12O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.017994121113278753,,0.7598756790987566,0.9874170000045979,2.877886,1.370451155,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,TOPSIS,3,qmof-f343390,Co2C34H22N6O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.01446230513048269,,0.7598756790987566,0.9874170000045979,3.060735,1.790740334,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,TOPSIS,4,qmof-f2d872e,Co2C36H40N8O12,1|1|1|1,0.7598756790987566,0.8723203879496286,0.015981457580943253,,0.7598756790987566,0.9874170000045979,3.378082,1.334171796,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,TOPSIS,5,qmof-f0c9af4,Co2C50H38N10O12,1|1|1|1,0.7598756790987566,0.8723203879496286,0.01704207044594936,,0.7598756790987566,0.9874170000045979,2.642464,1.607919854,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,ParetoCrowding,1,qmof-ba8d316,Co2C32H24O12,1|1|1|1,0.7598756790987566,0.8723203879496286,0.0,,0.7598756790987566,219.01195799999584,1.250046,1.746231048,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,ParetoCrowding,2,qmof-54f7ee7,Co2K2C48H44N4O6,1|1|1|1,0.7598756790987566,0.8723203879496286,0.019297118401298562,,0.7598756790987566,219.01195799999584,1.505111,1.497174385,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,ParetoCrowding,3,qmof-ec84fcf,Co2C20H16N28,1|1|1|1,0.7598756790987566,0.8723203879496286,0.03739819826852833,,0.7598756790987566,219.01195799999584,2.596155,1.767424228,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,ParetoCrowding,4,qmof-01f1640,Co2C28H20N8O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.01962880900561523,,0.7598756790987566,219.01195799999584,1.942124,1.64776998,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,ParetoCrowding,5,qmof-1ca4ac2,Co2Cu4Br4C30H60N6S12,1|1|1|1,0.7598756790987566,0.8723203879496286,0.03661351966393627,,0.7598756790987566,219.01195799999584,2.866054,1.689685123,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,Random,1,qmof-57e6787,Co2C34H28N4O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.0,,0.7598756790987566,0.04687499999533884,3.298084,1.718108992,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,Random,2,qmof-c49d30b,Co2C36H28N24,1|1|1|1,0.6672849381728494,0.9107321446432144,0.02104338518574266,,0.6672849381728494,0.04687499999533884,4.041136,1.711108729,0.7166666666666667,0.5,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,Random,3,qmof-8fe6d7b,Co2C30H28N4O8,1|1|1|1,0.7598756790987566,0.8723203879496286,0.015382218394685163,,0.7598756790987566,0.04687499999533884,3.035327,1.652852163,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,Random,4,qmof-0ea1d91,Co2C16H12N8O4,1|1|1|1,0.7598756790987566,0.8723203879496286,0.016638937443247813,,0.7598756790987566,0.04687499999533884,3.489909,1.78772833,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,Random,5,qmof-54f7ee7,Co2K2C48H44N4O6,1|1|1|1,0.7598756790987566,0.8723203879496286,0.04114479902596814,,0.7598756790987566,0.04687499999533884,1.505111,1.497174385,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,MMR,1,qmof-54f7ee7,Co2K2C48H44N4O6,1|1|1|1,0.7598756790987566,0.8723203879496286,0.0,,0.7598756790987566,2137.651500000004,1.505111,1.497174385,0.7166666666666667,1.0,0.7,0.7
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,MMR,2,qmof-0ea1d91,Co2C16H12N8O4,1|1|1|1,0.7598756790987566,0.8723203879496286,0.044580727431811344,,0.7598756790987566,2137.651500000004,3.489909,1.78772833,0.7166666666666667,1.0,0.7,0.7
