query,query_id,seed,method,rank,qmof_id,formula,semantic_score,band_gap,band_gap_available,density,density_available,stability_score,graph_score,availability_mask,relevance_score,balance_score,diversity_contribution,final_score,runtime_ms
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,TOPSIS,5,qmof-f0c9af4,Co2C50H38N10O12,0.716667,2.642464,True,1.607919854,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,1.2213329999999356
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,ParetoCrowding,1,qmof-fd921b0,Co2C16H16N8O8,0.716667,3.390441,True,1.58214776,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,185.2711250000001
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,ParetoCrowding,2,qmof-f69d443,Co2C40H28N12O8,0.716667,2.877886,True,1.370451155,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,185.2711250000001
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,ParetoCrowding,3,qmof-f343390,Co2C34H22N6O8,0.716667,3.060735,True,1.790740334,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,185.2711250000001
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,ParetoCrowding,4,qmof-f2d872e,Co2C36H40N8O12,0.716667,3.378082,True,1.334171796,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,185.2711250000001
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,ParetoCrowding,5,qmof-f0c9af4,Co2C50H38N10O12,0.716667,2.642464,True,1.607919854,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,185.2711250000001
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,Random,1,qmof-4324443,Co2C30H22N4O10,0.716667,3.439369,True,1.798488446,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,0.04470799999989339
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,Random,2,qmof-5533340,Co2C38H20N8O14,0.716667,2.218596,True,1.720487217,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,0.04470799999989339
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,Random,3,qmof-3c5b84b,Co2C52Cl4H40N8O8,0.716667,3.583374,True,1.606651944,True,0.7,,1|1|1|1,0.6672850245975401,0.910732090473175,0.16666666666666666,0.6672850245975401,0.04470799999989339
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,Random,4,qmof-79ff2bd,Co2C40H28N2O14,0.716667,3.222612,True,1.727911851,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.125,0.7598757655234476,0.04470799999989339
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,Random,5,qmof-b0a3596,Co2C36H26N4O12,0.716667,3.49187,True,1.704727415,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.1,0.7598757655234476,0.04470799999989339
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,MMR,1,qmof-82fb334,Co2C22H16N4O10,0.716667,2.753622,True,1.772529929,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,1660.8182089999998
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,MMR,2,qmof-6ad2d37,Co2C38H44N4O8,0.716667,4.095506,True,1.496281682,True,0.7,,1|1|1|1,0.6672850245975401,0.910732090473175,0.25,0.6672850245975401,1660.8182089999998
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,MMR,3,qmof-51d789e,Co2C16H24O12,0.716667,3.034007,True,1.634350468,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.16666666666666666,0.7598757655234476,1660.8182089999998
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,MMR,4,qmof-275dcce,Co2Nd2C32H32N20O12,0.716667,2.684298,True,1.787505544,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.125,0.7598757655234476,1660.8182089999998
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,MMR,5,qmof-99810c8,Co2C46H34N4O14,0.716667,2.887718,True,1.652544913,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.1,0.7598757655234476,1660.8182089999998
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA,1,qmof-c8f0292,Co2C44H48N12O12,0.716667,3.494605,True,1.602088418,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8596077576279639,91.98058299999978
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA,2,qmof-b0a3596,Co2C36H26N4O12,0.716667,3.49187,True,1.704727415,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8596077576279639,91.98058299999978
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA,3,qmof-c631f72,Co2C42H28N8O16,0.716667,3.280036,True,1.65313731,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8596077576279639,91.98058299999978
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA,4,qmof-b2fddf8,Co2C40H28N4O14S2,0.716667,2.966635,True,1.64642024,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8596077576279639,91.98058299999978
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA,5,qmof-26c54ef,Co2C32H24N4O8,0.716667,2.825171,True,1.504454446,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8596077576279639,91.98058299999978
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no diversity,1,qmof-c8f0292,Co2C44H48N12O12,0.716667,3.494605,True,1.602088418,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.847107757627964,90.87137500000031
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no diversity,2,qmof-b0a3596,Co2C36H26N4O12,0.716667,3.49187,True,1.704727415,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.847107757627964,90.87137500000031
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no diversity,3,qmof-c631f72,Co2C42H28N8O16,0.716667,3.280036,True,1.65313731,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.847107757627964,90.87137500000031
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no diversity,4,qmof-b2fddf8,Co2C40H28N4O14S2,0.716667,2.966635,True,1.64642024,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.847107757627964,90.87137500000031
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no diversity,5,qmof-26c54ef,Co2C32H24N4O8,0.716667,2.825171,True,1.504454446,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.847107757627964,90.87137500000031
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no self-cleaning,1,qmof-c8f0292,Co2C44H48N12O12,0.716667,3.494605,True,1.602088418,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8596077576279639,90.93720799999971
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no self-cleaning,2,qmof-b0a3596,Co2C36H26N4O12,0.716667,3.49187,True,1.704727415,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8596077576279639,90.93720799999971
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no self-cleaning,3,qmof-c631f72,Co2C42H28N8O16,0.716667,3.280036,True,1.65313731,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8596077576279639,90.93720799999971
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no self-cleaning,4,qmof-b2fddf8,Co2C40H28N4O14S2,0.716667,2.966635,True,1.64642024,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8596077576279639,90.93720799999971
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA no self-cleaning,5,qmof-26c54ef,Co2C32H24N4O8,0.716667,2.825171,True,1.504454446,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8596077576279639,90.93720799999971
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GraphSAGE only,1,qmof-ec84fcf,Co2C20H16N28,0.716667,2.596155,True,1.767424228,True,0.7,0.294716,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,0.038875000000437865
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GraphSAGE only,2,qmof-fd921b0,Co2C16H16N8O8,0.716667,3.390441,True,1.58214776,True,0.7,0.289339,1|1|1|1,0.7598757655234476,0.8723204284906387,0.002404665108770132,0.7598757655234476,0.038875000000437865
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GraphSAGE only,3,qmof-275dcce,Co2Nd2C32H32N20O12,0.716667,2.684298,True,1.787505544,True,0.7,0.273937,1|1|1|1,0.7598757655234476,0.8723204284906387,0.006195104991396268,0.7598757655234476,0.038875000000437865
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GraphSAGE only,4,qmof-0ea1d91,Co2C16H12N8O4,0.716667,3.489909,True,1.78772833,True,0.7,0.270682,1|1|1|1,0.7598757655234476,0.8723204284906387,0.006522163147261987,0.7598757655234476,0.038875000000437865
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GraphSAGE only,5,qmof-f69d443,Co2C40H28N12O8,0.716667,2.877886,True,1.370451155,True,0.7,0.268327,1|1|1|1,0.7598757655234476,0.8723204284906387,0.006389341072645038,0.7598757655234476,0.038875000000437865
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GAT only,1,qmof-fd921b0,Co2C16H16N8O8,0.716667,3.390441,True,1.58214776,True,0.7,0.516542,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,0.036249999999959925
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GAT only,2,qmof-ec84fcf,Co2C20H16N28,0.716667,2.596155,True,1.767424228,True,0.7,0.499851,1|1|1|1,0.7598757655234476,0.8723204284906387,0.007464454974979162,0.7598757655234476,0.036249999999959925
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GAT only,3,qmof-0ea1d91,Co2C16H12N8O4,0.716667,3.489909,True,1.78772833,True,0.7,0.497662,1|1|1|1,0.7598757655234476,0.8723204284906387,0.005628931452520192,0.7598757655234476,0.036249999999959925
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GAT only,4,qmof-403e9cb,Co2C24H32N4O18,0.716667,3.469655,True,1.697328907,True,0.7,0.487096,1|1|1|1,0.7598757655234476,0.8723204284906387,0.006747484110140552,0.7598757655234476,0.036249999999959925
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,GAT only,5,qmof-71748b1,Co2C34H26N10O10S6,0.716667,3.369053,True,1.740750274,True,0.7,0.486528,1|1|1|1,0.7598757655234476,0.8723204284906387,0.006509908856241964,0.7598757655234476,0.036249999999959925
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GraphSAGE,1,qmof-275dcce,Co2Nd2C32H32N20O12,0.716667,2.684298,True,1.787505544,True,0.7,0.273937,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7637722879648209,98.5345409999998
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GraphSAGE,2,qmof-f69d443,Co2C40H28N12O8,0.716667,2.877886,True,1.370451155,True,0.7,0.268327,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0025088635738939047,0.7627351641654968,98.5345409999998
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GraphSAGE,3,qmof-68234b7,Co2C30H32N2O14,0.716667,3.266102,True,1.399169923,True,0.7,0.262562,1|1|1|1,0.7598757655234476,0.8723204284906387,0.003391363968451818,0.7616688579320907,98.5345409999998
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GraphSAGE,4,qmof-334586a,Co2C28H20N16S4,0.716667,3.172952,True,1.76521634,True,0.7,0.259037,1|1|1|1,0.7598757655234476,0.8723204284906387,0.003761438187211752,0.761016596853733,98.5345409999998
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GraphSAGE,5,qmof-403e9cb,Co2C24H32N4O18,0.716667,3.469655,True,1.697328907,True,0.7,0.25895,1|1|1|1,0.7598757655234476,0.8723204284906387,0.003511878401332069,0.761000494658947,98.5345409999998
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GAT,1,qmof-403e9cb,Co2C24H32N4O18,0.716667,3.469655,True,1.697328907,True,0.7,0.487096,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8026215642690658,93.84870899999997
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GAT,2,qmof-334586a,Co2C28H20N16S4,0.716667,3.172952,True,1.76521634,True,0.7,0.47148,1|1|1|1,0.7598757655234476,0.8723204284906387,0.00698368763551116,0.7998268008232117,93.84870899999997
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GAT,3,qmof-c0d0be0,Co2C28H20N4O12,0.716667,3.369652,True,1.717539182,True,0.7,0.46756,1|1|1|1,0.7598757655234476,0.8723204284906387,0.005824515557227035,0.7991235226392746,93.84870899999997
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GAT,4,qmof-9a1ecbc,Co2C28Cl4H24N8S6,0.716667,3.409833,True,1.797370089,True,0.7,0.467254,1|1|1|1,0.7598757655234476,0.8723204284906387,0.004728986876822698,0.7990686014294625,93.84870899999997
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,42,LEA + GAT,5,qmof-d8703ab,Co2C24H24N8O8,0.716667,3.365559,True,1.778550968,True,0.7,0.463501,1|1|1|1,0.7598757655234476,0.8723204284906387,0.004598787750001066,0.7983945980668068,93.84870899999997
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,SemanticOnly,1,qmof-fe6f735,Co2C58H64N8O12,0.716667,4.292873,True,1.418878739,True,0.7,,1|1|1|1,0.6672850245975401,0.910732090473175,0.0,0.6672850245975401,0.04450000000044696
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,SemanticOnly,2,qmof-fd921b0,Co2C16H16N8O8,0.716667,3.390441,True,1.58214776,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.25,0.7598757655234476,0.04450000000044696
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,SemanticOnly,3,qmof-f771839,Co2C38H40N8O8,0.716667,4.295336,True,1.401927433,True,0.7,,1|1|1|1,0.6672850245975401,0.910732090473175,0.16666666666666666,0.6672850245975401,0.04450000000044696
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,SemanticOnly,4,qmof-f69d443,Co2C40H28N12O8,0.716667,2.877886,True,1.370451155,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.16666666666666666,0.7598757655234476,0.04450000000044696
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,SemanticOnly,5,qmof-f343390,Co2C34H22N6O8,0.716667,3.060735,True,1.790740334,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.15,0.7598757655234476,0.04450000000044696
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,WeightedSum,1,qmof-fd921b0,Co2C16H16N8O8,0.716667,3.390441,True,1.58214776,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,0.050166000000295696
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,WeightedSum,2,qmof-f69d443,Co2C40H28N12O8,0.716667,2.877886,True,1.370451155,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,0.050166000000295696
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,WeightedSum,3,qmof-f343390,Co2C34H22N6O8,0.716667,3.060735,True,1.790740334,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,0.050166000000295696
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,WeightedSum,4,qmof-f2d872e,Co2C36H40N8O12,0.716667,3.378082,True,1.334171796,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,0.050166000000295696
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,WeightedSum,5,qmof-f0c9af4,Co2C50H38N10O12,0.716667,2.642464,True,1.607919854,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,0.050166000000295696
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,TOPSIS,1,qmof-fd921b0,Co2C16H16N8O8,0.716667,3.390441,True,1.58214776,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,1.1609579999998232
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,TOPSIS,2,qmof-f69d443,Co2C40H28N12O8,0.716667,2.877886,True,1.370451155,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,1.1609579999998232
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,TOPSIS,3,qmof-f343390,Co2C34H22N6O8,0.716667,3.060735,True,1.790740334,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,1.1609579999998232
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,TOPSIS,4,qmof-f2d872e,Co2C36H40N8O12,0.716667,3.378082,True,1.334171796,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,1.1609579999998232
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,TOPSIS,5,qmof-f0c9af4,Co2C50H38N10O12,0.716667,2.642464,True,1.607919854,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,1.1609579999998232
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,ParetoCrowding,1,qmof-fd921b0,Co2C16H16N8O8,0.716667,3.390441,True,1.58214776,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,182.02954200000045
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,ParetoCrowding,2,qmof-f69d443,Co2C40H28N12O8,0.716667,2.877886,True,1.370451155,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,182.02954200000045
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,ParetoCrowding,3,qmof-f343390,Co2C34H22N6O8,0.716667,3.060735,True,1.790740334,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,182.02954200000045
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,ParetoCrowding,4,qmof-f2d872e,Co2C36H40N8O12,0.716667,3.378082,True,1.334171796,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,182.02954200000045
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,ParetoCrowding,5,qmof-f0c9af4,Co2C50H38N10O12,0.716667,2.642464,True,1.607919854,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,182.02954200000045
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,Random,1,qmof-57e6787,Co2C34H28N4O8,0.716667,3.298084,True,1.718108992,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,0.04266699999977419
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,Random,2,qmof-c49d30b,Co2C36H28N24,0.716667,4.041136,True,1.711108729,True,0.7,,1|1|1|1,0.6672850245975401,0.910732090473175,0.25,0.6672850245975401,0.04266699999977419
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,Random,3,qmof-8fe6d7b,Co2C30H28N4O8,0.716667,3.035327,True,1.652852163,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.16666666666666666,0.7598757655234476,0.04266699999977419
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,Random,4,qmof-0ea1d91,Co2C16H12N8O4,0.716667,3.489909,True,1.78772833,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.125,0.7598757655234476,0.04266699999977419
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,Random,5,qmof-54f7ee7,Co2K2C48H44N4O6,0.716667,1.505111,True,1.497174385,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.1,0.7598757655234476,0.04266699999977419
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,MMR,1,qmof-54f7ee7,Co2K2C48H44N4O6,0.716667,1.505111,True,1.497174385,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.7598757655234476,1663.1734999999992
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,MMR,2,qmof-c49d30b,Co2C36H28N24,0.716667,4.041136,True,1.711108729,True,0.7,,1|1|1|1,0.6672850245975401,0.910732090473175,0.25,0.6672850245975401,1663.1734999999992
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,MMR,3,qmof-334586a,Co2C28H20N16S4,0.716667,3.172952,True,1.76521634,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.16666666666666666,0.7598757655234476,1663.1734999999992
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,MMR,4,qmof-d8703ab,Co2C24H24N8O8,0.716667,3.365559,True,1.778550968,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.125,0.7598757655234476,1663.1734999999992
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,MMR,5,qmof-ec84fcf,Co2C20H16N28,0.716667,2.596155,True,1.767424228,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.1,0.7598757655234476,1663.1734999999992
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,LEA,1,qmof-d976696,Co2C40H30N10O12S4,0.716667,2.509891,True,1.731777887,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8596077576279639,96.10029099999994
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,LEA,2,qmof-71748b1,Co2C34H26N10O10S6,0.716667,3.369053,True,1.740750274,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8596077576279639,96.10029099999994
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,LEA,3,qmof-b2bccba,Co2C42H32N4O12,0.716667,2.789533,True,1.669649743,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8596077576279639,96.10029099999994
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,LEA,4,qmof-eb2e363,Co2C44H38N10O8,0.716667,3.122668,True,1.557914602,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8596077576279639,96.10029099999994
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,LEA,5,qmof-1f0ad0a,Co2C44H40N4O16,0.716667,3.426973,True,1.656576851,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.8596077576279639,96.10029099999994
stable porous MOFs for CO2 adsorption,q1_co2_adsorption,43,LEA no diversity,1,qmof-d976696,Co2C40H30N10O12S4,0.716667,2.509891,True,1.731777887,True,0.7,,1|1|1|1,0.7598757655234476,0.8723204284906387,0.0,0.847107757627964,91.13554099999988
