query,query_id,seed,candidate_rank,qmof_id,semantic_score,available_descriptors,availability_mask
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,31,qmof-1e5a3fa,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,32,qmof-688a1df,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,33,qmof-bde105e,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,34,qmof-3067afa,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,35,qmof-c8a0720,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,36,qmof-96a5399,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,37,qmof-59cc2cc,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,38,qmof-e2ef939,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,39,qmof-e378426,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,40,qmof-d071ed8,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,41,qmof-3ffecec,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,42,qmof-7e0fad2,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,43,qmof-fc79d47,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,44,qmof-b8cc0aa,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,45,qmof-c136b83,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,46,qmof-405a87b,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,47,qmof-4fc3049,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,48,qmof-754a74e,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,49,qmof-6c87d0c,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,50,qmof-30bdcd5,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,51,qmof-bc46dbc,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,52,qmof-76a7642,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,53,qmof-ee8c30a,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,54,qmof-bf937bb,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,55,qmof-4a55b32,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,56,qmof-e8a0b3c,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,57,qmof-9f89994,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,58,qmof-324fde1,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,59,qmof-c060980,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,60,qmof-e20ca81,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,61,qmof-23e86cd,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,62,qmof-b0aae08,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,63,qmof-98a7b30,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,64,qmof-f77560d,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,65,qmof-579321e,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,66,qmof-15bcb48,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,67,qmof-321595e,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,68,qmof-8ed130f,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,69,qmof-a84e475,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,70,qmof-b0186a3,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,71,qmof-f9c2a3d,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,72,qmof-85e55eb,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,73,qmof-0315b97,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,74,qmof-be50f36,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,75,qmof-a46669a,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,76,qmof-d4dc82f,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,77,qmof-2d4accf,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,78,qmof-93aaf79,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,79,qmof-8795f0c,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,80,qmof-195d002,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,81,qmof-431c61c,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,82,qmof-b1bdd96,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,83,qmof-d206dbf,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,84,qmof-8676659,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,85,qmof-00a989b,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,86,qmof-0fef828,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,87,qmof-2a38a87,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,88,qmof-b147cb9,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,89,qmof-684e478,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,90,qmof-58042a0,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,91,qmof-69314a9,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,92,qmof-a9f842f,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,93,qmof-8442576,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,94,qmof-d429569,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,95,qmof-e9595ba,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,96,qmof-371cbb6,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,97,qmof-edbe499,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,98,qmof-29a7d04,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,99,qmof-ce154fe,0.643333,semantic;band_gap;density;stability,1|1|1|1
photocatalytic MOFs with suitable band gaps,q2_photocatalysis,50,100,qmof-8cdca87,0.643333,semantic;band_gap;density;stability,1|1|1|1
