query_id,query,method,runtime_ms,mean_relevance,best_relevance,balance,diversity,hypervolume_proxy,ndcg_at_k,mean_semantic_score,mean_band_gap_score,mean_density_score,mean_porosity_score,mean_stability_score
q2_photocatalysis,semiconducting MOFs for photocatalysis with suitable band gap,LEA,116.40766700000005,0.8607824444770813,0.8617095351219177,0.0,0.021135833114385605,6.784744432941636e-10,0.9999472812073708,1.0,0.9983774423599243,0.7995497584342957,0.0,0.8500000238418579
q3_lightweight_storage,lightweight low density MOFs for gas storage,SemanticOnly,0.03841700000006831,0.6645897626876831,0.6676316261291504,0.0,0.013059747405350208,8.110560706798018e-19,0.9813410317954927,1.0,0.0,0.9541835784912109,0.0,0.8500000238418579
q3_lightweight_storage,lightweight low density MOFs for gas storage,WeightedSum,0.08350000000012514,0.6728970408439636,0.673728346824646,0.0,0.0023870705626904964,8.296381661529227e-19,1.0,1.0,0.0,0.9760449528694153,0.0,0.8500000238418579
q3_lightweight_storage,lightweight low density MOFs for gas storage,TOPSIS,0.10249999999989434,0.6613932251930237,0.6664682030677795,0.0,0.13916051387786865,6.474860092531287e-10,0.9803904987976036,1.0,0.9271876215934753,0.823773205280304,0.0,0.8500000238418579
q3_lightweight_storage,lightweight low density MOFs for gas storage,ParetoCrowding,35.17550000000003,0.6662527322769165,0.673728346824646,0.0,0.6083889007568359,3.737596898645279e-10,0.9883741616072051,1.0,0.5326094627380371,0.8884798288345337,0.0,0.8500000238418579
q3_lightweight_storage,lightweight low density MOFs for gas storage,Random,0.06537500000014518,0.6653710007667542,0.6721789836883545,0.0,0.01672729291021824,8.128035414226084e-19,0.9830837030774723,1.0,0.0,0.9562394022941589,0.0,0.8500000238418579
q3_lightweight_storage,lightweight low density MOFs for gas storage,LEA,120.83083399999994,0.6657832264900208,0.673728346824646,0.0,0.6102008819580078,4.1249564874945577e-10,0.9854110513967198,1.0,0.5958267450332642,0.8789259791374207,0.0,0.8500000238418579
q4_balanced_discovery,balanced stable MOF candidates for general materials discovery,SemanticOnly,0.13970800000007166,0.5711639523506165,0.5735496282577515,0.0,0.019355762749910355,1.473303562482542e-10,0.951039514791627,0.25,1.0,0.6933193206787109,0.0,0.8500000238418579
q4_balanced_discovery,balanced stable MOF candidates for general materials discovery,WeightedSum,0.2315840000000069,0.593343198299408,0.5966005325317383,0.0,0.0201918575912714,1.711664976422611e-10,1.0,0.25,0.9929555654525757,0.8112602233886719,0.0,0.8500000238418579
q4_balanced_discovery,balanced stable MOF candidates for general materials discovery,TOPSIS,0.23425000000010243,0.593343198299408,0.5966005325317383,0.0,0.0201918575912714,1.711664976422611e-10,1.0,0.25,0.9929555654525757,0.8112602233886719,0.0,0.8500000238418579
q4_balanced_discovery,balanced stable MOF candidates for general materials discovery,ParetoCrowding,43.65729200000001,0.593343198299408,0.5966005325317383,0.0,0.0201918575912714,1.7116651152004891e-10,0.9999037764568213,0.25,0.9929555654525757,0.8112602233886719,0.0,0.8500000238418579
q4_balanced_discovery,balanced stable MOF candidates for general materials discovery,Random,0.05687500000028933,0.5711880922317505,0.5779377818107605,0.0,0.028198445215821266,1.47355933011184e-10,0.953867395382529,0.25,1.0,0.6934397220611572,0.0,0.8500000238418579
q4_balanced_discovery,balanced stable MOF candidates for general materials discovery,LEA,125.19533300000019,0.593343198299408,0.5966005325317383,0.0,0.0201918575912714,1.711664976422611e-10,1.0,0.25,0.9929555654525757,0.8112602233886719,0.0,0.8500000238418579
q5_insulating_frameworks,wide band gap insulating MOFs with low density,SemanticOnly,0.061082999999850784,0.8573349118232727,0.8610939979553223,0.0,0.048921216279268265,5.57218271524107e-10,0.9597180415941692,1.0,0.9836118817329407,0.6668614745140076,0.0,0.8500000238418579
q5_insulating_frameworks,wide band gap insulating MOFs with low density,WeightedSum,0.10099999999990672,0.8807624578475952,0.8877611756324768,0.0,0.03194258362054825,6.288553011657427e-10,1.0,1.0,1.0,0.7398297190666199,0.0,0.8500000238418579
q5_insulating_frameworks,wide band gap insulating MOFs with low density,TOPSIS,0.10658299999999343,0.8805249333381653,0.8877611756324768,0.0,0.07343154400587082,6.420614595548102e-10,0.9963523247321577,1.0,0.98603755235672,0.7673091888427734,0.0,0.8500000238418579
q5_insulating_frameworks,wide band gap insulating MOFs with low density,ParetoCrowding,26.085666000000174,0.8786234855651855,0.8877611756324768,0.0,0.15009835362434387,6.118722195580517e-10,0.9969404675057771,1.0,0.98603755235672,0.776848316192627,0.0,0.800000011920929
q5_insulating_frameworks,wide band gap insulating MOFs with low density,Random,0.06870800000013944,0.8591333627700806,0.8759486079216003,0.0,0.13577085733413696,5.254318646841227e-10,0.9632372689287244,1.0,1.0,0.6596967577934265,0.0,0.800000011920929
q5_insulating_frameworks,wide band gap insulating MOFs with low density,LEA,127.49762500000017,0.878500759601593,0.8877611756324768,0.0,0.15095579624176025,6.113978767707806e-10,0.9976631862845201,1.0,0.98603755235672,0.7762902975082397,0.0,0.800000011920929
